UID,NAME,MODEL,DESCRIPTION,PRICE,BRAND,SIZE,Age Group
3C2B767C,AIR MAX  LITTLE KIDS SHOES,RStNgd ,"These Nike Air Max 270 Little Kids' Shoes boast a vibrant, playful design with bold color-blocking and a maximized Air Max unit for exceptional comfort.  Lightweight and breathable, they're perfect for active toddlers and preschoolers, combining style and superior cushioning for all-day wear.",25190,Nike,1,Kid
0478241A,AIR MAX  FUTURA SE WOMENS SHOES,kvRZ4h ,"The Nike Air Max 90 Futura SE Women's Shoe boasts a sleek, modernized silhouette with a vibrant color block design.  Premium leather and suede combine for superior comfort and durability.  Its updated Air Max unit ensures responsive cushioning, perfect for the fashion-conscious woman who demands both style and performance.",190520,Nike,"7, 10",Adult
9133A0EC,AIR MAX  GTX MENS SHOES,mCrXQm ,"Conquer urban terrain with the Air Max 90 GTX.  Gore-Tex¬Æ waterproofing ensures dry comfort, while the iconic Air Max cushioning provides superior shock absorption.  Premium suede and mesh uppers offer both style and durability, perfect for the modern adventurer seeking all-weather performance.",371780,Nike,12,Adult
9E03E126,AIR MAX  LTR MENS SHOES,hCczlH ,"Experience unparalleled comfort and retro style with the Air Max 90 LTR.  Its sleek, low-profile design boasts breathable leather and iconic Max Air cushioning for all-day wear.  Perfect for the modern man seeking a blend of vintage appeal and contemporary performance, ideal for casual outings and urban exploration.",92110,Nike,"6, 9, 10",Adult
2A0A8029,AIR MAX  LTR SE BIG KIDS SHOES,2CDJzq ,"These Air Max 90 LTR SE Big Kids' shoes boast a sleek, streamlined design in vibrant color blocking.  Lightweight and breathable, the leather and textile upper ensures comfort, while the iconic Air Max unit provides superior cushioning for active young athletes.  A perfect blend of style and performance for the energetic child.",340220,Nike,"2, 3",Kid
CC8F2DFE,AIR MAX  LTR SE BIG KIDS SHOES,rzfNXZ ,"The Nike Air Max 90 LTR SE Big Kids' Shoe boasts a sleek, streamlined design with premium leather overlays on a lightweight base.  Its vibrant color scheme and iconic Air Max cushioning ensure both style and all-day comfort for active young athletes.  Perfect for play or everyday wear, it's a statement piece for the trendsetting kid.",144410,Nike,"1, 2",Kid
853400F5,AIR MAX  LTR SE LITTLE KIDS SHOES,rvC8r8 ,"These Nike Air Max 90 LTR SE Little Kids' Shoes boast a vibrant, playful design with layered textures and bold color-blocking.  Lightweight and breathable, their durable construction ensures comfort and support for active little feet.  Perfect for everyday wear and playtime adventures, these sneakers offer iconic Air Max style in a kid-friendly package.",349550,Nike,2,Kid
7A4BC6A6,AIR MAX  MENS SHOES,6mml4F ,"Iconic Air Max 90s, reimagined.  These men's sneakers boast a vibrant color scheme, premium leather and suede overlays,  providing both comfort and style.  The visible Air unit ensures superior cushioning for everyday wear or athletic pursuits.  A timeless design perfect for the modern sneakerhead.",44310,Nike,"5, 6, 7, 8, 10",Adult
4A311323,AIR MAX  MENS SHOES,JdKKmQ ,"Iconic Air Max 90s reimagined:  Bold color blocking meets premium suede and breathable mesh.  Visible Max Air cushioning ensures superior comfort.  A timeless design for the sneakerhead who appreciates heritage style with modern comfort, perfect for everyday wear or streetwear.",482230,Nike,"5, 6, 7, 8, 10",Adult
AD05FA95,AIR MAX  MENS SHOES,v7mbfF ,"The Nike Air Max 90, a timeless classic, boasts a vibrant color scheme and premium leather/synthetic upper for durability.  Its iconic Air Max unit provides superior cushioning, while the waffle outsole ensures excellent grip. Ideal for the sneakerhead seeking both style and comfort for everyday wear.",346110,Nike,6,Adult
091CB7D0,AIR MAX  MENS SHOES,vJVvD1 ,"Iconic Nike Air Max 90s, reimagined.  These men's sneakers boast a sleek, updated design with premium materials for superior comfort and durability.  The visible Air unit provides cushioning, while the retro styling appeals to sneakerheads and fashion-conscious individuals.  Perfect for everyday wear or a stylish streetwear look.",130880,Nike,"8, 10, 11",Adult
239D86D8,AIR MAX  PREMIUM MENS SHOES,9sg476 ,"The Nike Air Max 90 Premium Men's Shoe boasts a refined silhouette with premium leather and suede overlays, showcasing iconic Air Max cushioning for superior comfort.  Its sophisticated color blocking and durable construction make it ideal for the style-conscious man seeking both comfort and lasting quality.  A versatile choice for everyday wear or casual outings.",437910,Nike,9,Adult
D94F3E46,AIR MAX  SE MENS SHOES,2VX0QQ ,"The Nike Air Max 90 SE boasts a vibrant, multi-textured upper, blending suede and mesh for superior comfort and style.  Its bold color blocking and visible Air Max unit deliver iconic Nike heritage, perfect for the fashion-conscious sneakerhead seeking both comfort and head-turning design. Ideal for everyday wear or casual outings.",254040,Nike,"8, 10, 11",Adult
62E053A1,AIR MAX  TOGGLE SE BABY TODDLER SHOES,6b3kng ,"Miniature Air Max 90s!  These adorable toddler shoes boast iconic Air cushioning for comfort, a secure toggle closure for easy on/off, and a playful design perfect for tiny feet exploring the world. Durable materials ensure lasting wear, making them ideal for active little ones.",369150,Nike,"8, 10, 11",Toddler
F1F3657D,AIR MAX  LX WOMENS SHOES,5PsPNn ,"The Nike Air Max 95 LX women's shoe boasts a striking, textured upper in a rich autumnal palette.  Premium materials and visible Air cushioning provide both style and superior comfort. Its unique color-blocking and sculpted design make it a statement piece for fashion-forward women seeking both performance and aesthetic appeal.",72410,Nike,"6, 7",Adult
F17BE4D4,AIR MAX  BIG KIDS SHOES,tLQrln ,"Nike Air Max 97s for kids boast a sleek, futuristic design with iconic full-length Max Air cushioning for superior comfort.  Their vibrant color scheme and durable construction make them ideal for active play, while the stylish silhouette ensures they'll turn heads on the playground or in the classroom.  A perfect blend of performance and fashion for young trendsetters.",478370,Nike,"1, 2",Kid
6E005273,AIR MAX  MENS SHOES,6mZC1L ,"The Nike Air Max 97 boasts a sleek, futuristic design with its iconic full-length Air unit, offering superior cushioning.  Premium materials and a streamlined silhouette cater to the discerning sneakerhead, perfect for everyday wear or athletic pursuits.  Its vibrant colorways make a bold statement, ideal for those who appreciate both style and comfort.",45420,Nike,"4, 8, 9, 10, 12",Adult
08B396FA,AIR MAX  PREMIUM MENS SHOES,vf75n4 ,"Experience unparalleled comfort and style with the Nike Air Max 97 Premium.  Its sleek, metallic silver upper, boasting a full-length Air unit, delivers superior cushioning.  The iconic ripple design, crafted from premium materials, makes a bold statement, perfect for the fashion-conscious man seeking both performance and head-turning aesthetics.",358720,Nike,"7, 9",Adult
1CC69588,AIR MAX  SE BABY TODDLER SHOES,nQ1KM5 ,"Miniature Air Max 97s for your little sneakerhead!  These toddler shoes boast iconic wave detailing, a vibrant color scheme, and plush cushioning for all-day comfort.  Durable materials ensure they can handle active play, making them perfect for stylish, on-the-go toddlers.",206170,Nike,4,Toddler
63D6F5BC,AIR MAX  SE BIG KIDS SHOES,Clc2gq ,"These Air Max 97 SE Big Kids' shoes boast a vibrant, futuristic design with a sleek, metallic silver upper.  Their full-length Max Air unit ensures superior cushioning, while durable materials guarantee lasting comfort for active young athletes.  A bold, eye-catching style ideal for the trendsetting youth.",26980,Nike,3,Kid
686DABEE,AIR MAX  SE BIG KIDS SHOES,pn6x2N ,"The Nike Air Max 97 SE Big Kids' Shoe boasts a futuristic, streamlined silhouette with a vibrant, multi-toned upper.  Its full-length Max Air unit provides superior cushioning, while durable materials ensure lasting comfort for active young athletes.  A striking design makes these sneakers a standout choice for stylish kids.",173790,Nike,"1, 2",Kid
2C54C654,AIR MAX  WOMENS SHOES,Fr6rM4 ,"Introducing the Air Max 97, a women's sneaker reimagining classic design. Its sleek, futuristic lines and full-length Air unit deliver unparalleled comfort and style. Premium materials and a vibrant color scheme make it a head-turner, perfect for fashion-forward individuals seeking both comfort and aesthetic appeal.  Ideal for everyday wear and urban adventures.",442960,Nike,"4, 5, 6, 7",Adult
8FA2B4F4,AIR MAX AXIS LITTLE KIDS SHOES,tCLNp0 ,"These vibrant Nike Air Max Axis kids' shoes boast a lightweight, breathable mesh upper with supportive overlays.  The iconic Air Max unit cushions each step, while the sleek design and playful color pops make them perfect for active little ones.  Durable, comfortable, and stylish – ideal for school, play, or everyday adventures.",430520,Nike,"1, 2",Kid
28FC9772,AIR MAX BLISS LX WOMENS SHOES,rJ0q5H ,"The Nike Air Max Bliss LX women's shoe boasts a sleek, streamlined silhouette with a breathable mesh upper and plush cushioning.  Its sculpted midsole, featuring a visible Air Max unit, delivers superior comfort and style.  Ideal for everyday wear and light activity, this shoe offers a modern aesthetic for the fashion-conscious woman.",276830,Nike,8,Adult
36904F32,AIR MAX BOLT BIG KIDS SHOES,W87KDt ,"Nike Air Max Bolt Big Kids' shoes boast a vibrant, athletic design with visible Air Max cushioning for superior comfort.  The breathable mesh upper and durable outsole ensure all-day play.  Perfect for active young athletes seeking style and performance, these shoes offer a dynamic blend of comfort and support.",306210,Nike,2,Kid
4DC9E67C,AIR MAX MOTIF NEXT NATURE BIG KIDS SHOES,2TxsK7 ,"These Nike Air Max Next Nature kids' shoes boast a vibrant, sustainable design.  The airy mesh upper, coupled with the iconic Air Max unit, ensures lightweight comfort and superior cushioning.  Recycled materials give these kicks an eco-conscious edge, perfect for active, style-savvy young athletes.",317180,Nike,2,Kid
6842D16C,AIR MAX PENNY MENS SHOES,p3DjvD ,"The Air Max Penny sneaker boasts a bold, retro design with a visible Air Max unit for superior cushioning.  Premium leather and suede combine for durability and a luxurious feel. Its vibrant color scheme and iconic branding make it a statement piece ideal for the discerning sneakerhead seeking comfort and style.",384000,Nike,"6, 9, 10",Adult
DBB13764,AIR MAX PLUS BIG KIDS SHOE,xcLrlD ,"The Nike Air Max Plus Big Kids' shoe boasts a futuristic design with a vibrant color gradient, showcasing its signature TPU overlays and visible Air Max cushioning.  Built for comfort and style, it's perfect for active young athletes seeking a bold, iconic sneaker.  The breathable mesh upper ensures all-day wear.",82110,Nike,3,Kid
B41B5125,AIR MAX PLUS BIG KIDS SHOES,CzQBp3 ,"The Nike Air Max Plus (Big Kids') boasts a futuristic, wavy TPU upper in a vibrant color scheme, offering breathable comfort and bold style.  Its visible Max Air cushioning ensures superior impact protection, perfect for active young athletes seeking both performance and head-turning aesthetics.",393880,Nike,"1, 2",Kid
4E98AB18,AIR MAX PLUS LITTLE KIDS SHOES,fkZwCW ,"Miniature Air Max Plus sneakers for toddlers, boasting the iconic TPU wavy lines and visible Air cushioning.  Durable, lightweight design in vibrant colorways, offering comfort and style for little feet.  Perfect for active play, these shoes blend iconic design with kid-friendly practicality.",287220,Nike,"1, 2",Kid
06272E11,AIR MAX PLUS LITTLE KIDS SHOES,kX4fG4 ,"Miniature Air Max Plus sneakers for kids boast a vibrant, futuristic design.  The signature TPU wavy lines and cushioned Air Max unit provide comfort and style.  Durable materials ensure they withstand active play, making them ideal for energetic toddlers and young children who want to emulate adult sneaker trends.",328150,Nike,"1,2,3",Kid
182AE95A,AIR MAX PULSE MENS SHOES,ShS3tL ,"Dominate your run with the Nike Air Max Pulse, boasting a futuristic, breathable upper and responsive Air Max cushioning.  Its bold color-blocking and sculpted design make a statement, ideal for the style-conscious athlete seeking both performance and striking aesthetics.  Perfect for everyday training and urban adventures.",370790,Nike,11,Adult
045913A9,AIR MAX PULSE WOMENS SHOES,TLnkLm ,"The Nike Air Max Pulse women's shoe boasts a sleek, futuristic design with a vibrant color scheme and breathable mesh upper.  Its visible Air Max unit offers superior cushioning, ideal for both everyday wear and dynamic workouts.  The sculpted midsole and textured outsole provide excellent grip and stability.  A stylish choice for the fashion-conscious, active woman.",148330,Nike,10,Adult
61CC782F,AIR MAX SCORPION FLYKNIT WOMENS SHOES,370PFr ,"Sleek and dynamic, these Nike Air Max Scorpion Flyknit women's shoes boast a futuristic design with breathable Flyknit uppers and responsive Air Max cushioning.  Their vibrant color scheme and sculpted sole make a bold statement, perfect for the fashion-forward athlete seeking both style and performance.",277380,Nike,"8, 10, 12",Adult
28FBA5EB,AIR MAX SYSTM BABY TODDLER SHOES,847xwr ,"Nike Air Max System toddlers' shoes boast a vibrant, playful design with breathable mesh and supportive overlays.  The visible Air Max unit cushions tiny feet, ensuring all-day comfort.  Durable outsoles provide grip, ideal for active little ones.  A perfect blend of style and function for the energetic toddler.",461090,Nike,8,Toddler
E3E8CC48,AIR MAX SYSTM BIG KIDS SHOES,jh1PDw ,"Dominating the court in style, these Air Max System Big Kids' shoes boast a bold, futuristic design with vibrant color-blocking.  Their lightweight build and visible Air Max cushioning promise superior comfort and performance, ideal for active young athletes seeking both style and support.",104020,Nike,"2, 3",Kid
03854E1C,AIR MAX SYSTM LITTLE KIDS SHOES,bpKSzc ,"These Nike Air Max System Little Kids' Shoes boast a vibrant, playful design with breathable mesh and supportive overlays.  The visible Air Max unit provides cushioning, while the hook-and-loop closure ensures easy on/off for little ones.  Perfect for active kids, combining comfort and style.",114650,Nike,"1, 3",Kid
FE4DAEAC,AIR MAX SYSTM WOMENS SHOES,Cz5zxV ,"Elevate your style and comfort with the Nike Air Max Systm women's shoe.  Its sleek, futuristic design features breathable mesh, supportive overlays, and a bold Max Air unit for superior cushioning.  Perfect for urban exploration or everyday wear, these shoes blend performance and fashion flawlessly for the modern woman.",57810,Nike,"4, 5",Adult
2F77DBD9,AIR MAX TERRASCAPE  MENS SHOES,61rLc8 ,"The Nike Air Max Terrascape 90 boasts a rugged, recycled design, blending vintage Air Max 90 style with a sustainable ethos.  Its Crater Foam midsole and speckled outsole provide comfort and eco-conscious performance, perfect for the environmentally-minded sneakerhead seeking both style and sustainability.",402590,Nike,"4, 5, 7, 10, 12",Adult
29A0C331,AIR MAX THEA PREMIUM WOMENS SHOES,3kkPdn ,"Elevate your style with the Nike Air Max Thea Premium women's shoe.  Its sleek, streamlined design boasts premium materials and a visible Air Max unit for superior comfort.  The sophisticated color palette and subtle detailing make these sneakers perfect for everyday wear or a night out, appealing to fashion-conscious women seeking both style and comfort.",33780,Nike,"4, 7, 8, 11",Adult
D46DE9A0,AIR MAX THEA WOMENS SHOES,b7gZlp ,"The Nike Air Max Thea boasts a sleek, minimalist design with a breathable mesh upper and iconic Air Max cushioning.  Its streamlined silhouette and diverse colorways cater to the fashion-conscious woman seeking both style and comfort for everyday wear or light workouts.  A perfect blend of athletic performance and urban chic.",330570,Nike,"6, 7, 10, 11",Adult
2E644C35,AIR MAX TW BABY TODDLER SHOES,156rtX ,"Tiny treads for tiny titans!  These Nike Air Max shoes boast a vibrant color scheme, soft breathable mesh, and supportive cushioning for your little one's first steps.  Durable construction ensures all-day comfort and play, making them perfect for active toddlers.  A miniature version of iconic Air Max style.",176050,Nike,"7, 9, 10",Toddler
3E2340C8,AIR MAX TW BIG KIDS SHOES,mQZkTb ,"Dynamic and lightweight, these Air Max TW Big Kids' shoes boast a vibrant color scheme and breathable mesh upper.  Their visible Air Max unit ensures superior cushioning, ideal for active young athletes seeking comfort and style.  The durable outsole provides excellent grip, perfect for play or everyday wear.",392250,Nike,"1,2,3",Kid
37BD792D,AIR MAX TW MENS SHOES,rQl8pF ,"Experience unparalleled comfort and style with the Nike Air Max TW.  Its sleek, low-profile design, crafted with breathable mesh and premium leather overlays, ensures a perfect fit for the discerning athlete.  Visible Air cushioning delivers responsive comfort, ideal for everyday wear or intense workouts.  A must-have for the modern man seeking performance and aesthetics.",104130,Nike,9,Adult
1E64AA4C,AIR MAX TW NEXT NATURE BIG KIDS SHOES,xBMmJS ,"Nike Air Max TW Next Nature Big Kids' Shoes boast a sustainable design with recycled materials, offering breathable comfort and lightweight responsiveness.  Their sleek, modern aesthetic features vibrant accents, perfect for active young athletes seeking eco-conscious style and superior performance on the playground or track.",332050,Nike,"1,2,3",Kid
587FD824,AIR MAX TW SE BABY TODDLER SHOES,0sNzX4 ,"These Nike Air Max TW SE Baby & Toddler shoes boast a vibrant, playful design with miniature Air Max cushioning.  Their lightweight construction and secure straps ensure comfort and easy on/off for little feet exploring the world.  A perfect blend of style and practicality for active toddlers.",57340,Nike,"4, 6, 7, 11",Toddler
D8A6E36E,AIR MAX TW SE BIG KIDS SHOES,VlrsxL ,"These Nike Air Max TW SE Big Kids' shoes boast a vibrant, textured upper, showcasing a unique blend of materials for both style and durability.  The visible Air Max unit promises superior cushioning, ideal for active young athletes.  Their bold design and color scheme appeal to trend-conscious kids seeking comfort and performance.",47210,Nike,3,Kid
C526BA1A,AIR MAX TW SE LITTLE KIDS SHOES,VBpwxR ,"These Nike Air Max TW SE Little Kids' Shoes boast a vibrant, textured upper, offering breathable comfort and playful style.  The visible Air Max unit provides superior cushioning, perfect for active little ones.  Bold color-blocking and secure straps ensure all-day wearability and fun. Ideal for energetic kids, these shoes combine performance and playful aesthetics.",340240,Nike,"1, 2",Kid
46CBAA10,AIR MONARCH IV MENS TRAINING SHOES,G5Xn1k ,"Dominate your workout in the Air Monarch IV.  These men's training shoes boast a robust leather and mesh upper for breathable support, a cushioned midsole for impact absorption, and a durable outsole for superior grip.  Perfect for the serious athlete seeking comfort and long-lasting performance.",415330,Nike,12,Adult
469EA3AB,AIR MORE UPTEMPO  MENS SHOES,zpkSSs ,"The Nike Air More Uptempo '96 Men's Shoe boasts a bold, retro design with its iconic oversized ""AIR"" lettering.  Premium leather and visible Air cushioning provide superior comfort and style.  Ideal for the sneakerhead seeking a statement piece that blends classic basketball aesthetics with modern wearability.",209020,Nike,11,Adult
63971395,AIR MORE UPTEMPO BABY TODDLER SHOES,zvxdXp ,"These Air More Uptempo toddler shoes boast a bold, oversized ""AIR"" branding, showcasing Nike's iconic design in miniature.  The vibrant color scheme and comfortable construction make them perfect for active little ones, combining style and playful energy for everyday wear.  Durable materials ensure lasting quality for those first wobbly steps.",402310,Nike,"4, 10, 11",Toddler
FD4E181A,AIR MORE UPTEMPO BIG KIDS SHOES,XXS2f0 ,"Nike Air More Uptempo Big Kids' Shoes boast a bold, oversized ""AIR"" branding across a sleek, leather-and-mesh upper.  Their vibrant color scheme and comfortable cushioning make them perfect for active kids who demand style and performance.  Durable construction ensures they'll withstand energetic play, making them a standout choice for the playground or court.",373870,Nike,2,Kid
50C6A388,AIR MORE UPTEMPO LITTLE KIDS SHOES,bh0ZVn ,"These Nike Air More Uptempo Little Kids' shoes boast a bold, oversized ""AIR"" branding across a vibrant colorblock design.  Premium leather and durable construction ensure comfort and longevity for active young athletes.  Perfect for playful energy and stylish courtside swagger, these shoes are a mini-me statement piece.",352430,Nike,"2, 3",Kid
C2EE576C,AIR MORE UPTEMPO SE WOMENS SHOES,1H3Z82 ,"The Nike Air More Uptempo SE Women's Shoe boasts a bold, oversized ""AIR"" lettering across its sleek, streamlined silhouette.  Premium leather and breathable mesh combine for superior comfort and style.  Its vibrant color scheme and retro-inspired design make it a statement piece for fashion-forward women seeking both comfort and iconic sneaker appeal.",224700,Nike,"7, 9, 11",Adult
17DED54E,AIR MORE UPTEMPO WOMENS SHOES,pJTdKD ,"The Nike Air More Uptempo women's shoe boasts a bold, retro design with its oversized ""AIR"" lettering, showcasing a vibrant color palette. Crafted with premium leather and breathable mesh, these sneakers offer superior comfort and support.  Ideal for the fashion-conscious individual seeking a statement piece that blends style and performance, perfect for everyday wear or the basketball court.",226010,Nike,"5, 12",Adult
79B9E16B,AIR MORE UPTEMPO X SERENA WILLIAMS DESIGN CREW SHOES,tJvj1B ,"Serena Williams' Air More Uptempo x design crew shoes boast a bold, white leather base punctuated by vibrant turquoise and yellow accents.  The signature oversized ""AIR"" lettering is a statement piece.  These are premium basketball-inspired sneakers ideal for the fashion-forward athlete or sneakerhead seeking iconic style and comfort.",123510,Nike,"5, 7, 10, 11, 12",Adult
14DB0CF5,AIR PEGASUS  MENS SHOES,frQ2Gk ,"Nike Air Pegasus '83 sneakers boast a retro-inspired design with a vibrant color block, showcasing premium suede and breathable nylon.  Their cushioned midsole offers comfort, ideal for everyday wear or casual workouts.  The iconic swoosh and vintage aesthetic appeal to sneakerheads and those seeking a timeless, stylish shoe.",432480,Nike,11,Adult
997FD18F,AIR PEGASUS  MENS SHOES,lrf5Sz ,"The Nike Air Pegasus '89, a retro runner, boasts a classic design with a vibrant color-block upper, showcasing premium suede and breathable nylon.  Its cushioned midsole ensures comfort, ideal for everyday wear or retro-style runs.  A timeless silhouette for the sneakerhead seeking both comfort and heritage style.",175210,Nike,"4, 8, 11, 12",Adult
2C3722B1,AIR PENNY  MENS SHOES,LH28Hp ,"Nike Air Penny 2, a retro basketball sneaker, boasts a bold, sculpted design with a distinct 1990s aesthetic.  Its premium leather and Air Max cushioning deliver both style and superior comfort, perfect for streetwear enthusiasts and basketball heritage lovers.  The iconic Penny logo adds a touch of nostalgic flair.",497480,Nike,"7, 8, 10, 11",Adult
DC886855,AIR VAPORMAX  FLYKNIT WOMENS SHOES,1WB8SL ,"Nike Air VaporMax 2021 Flyknit Women's Shoes boast a sleek, futuristic design with breathable Flyknit uppers and innovative VaporMax Air cushioning.  Sustainable materials and a vibrant color palette target fashion-conscious women seeking both style and responsive comfort for everyday wear or workouts.",262170,Nike,"4, 8, 9, 10",Adult
3189007F,AIR VAPORMAX  FLYKNIT MENS SHOES,3q1qZg ,"Experience unparalleled comfort and style with the Nike Air VaporMax 2023 Flyknit.  Its breathable Flyknit upper, coupled with innovative VaporMax Air cushioning, delivers responsive energy return.  The sleek, futuristic design makes a bold statement, perfect for the modern, active individual.",383570,Nike,"6, 9, 10, 11",Adult
302855FA,AIR VAPORMAX PLUS WOMENS SHOES,xbt7zf ,"The Nike Air VaporMax Plus women's shoe boasts a futuristic, layered design blending TPU cages with a breathable mesh upper.  Its signature VaporMax Air unit provides responsive cushioning, while vibrant colorways cater to fashion-forward individuals seeking both style and comfort in their everyday footwear.",214440,Nike,11,Adult
5C53FE2A,AIR WIO  WOMENS ROAD RUNNING SHOES,TVcjsT ,"Dominate the road with the Air-Wio 10 women's running shoes.  Their sleek, breathable mesh upper and responsive cushioning provide superior comfort and performance.  Engineered for speed and durability, these shoes are perfect for serious runners seeking a lightweight, high-performance option.",306300,Nike,"4, 6, 11, 12",Adult
F4A598FB,AIR ZOOM ARCADIA  BIG KIDS SHOES,gRPsFm ,"The Nike Air Zoom Arcadia 2 Big Kids' Shoe boasts a dynamic blend of breathable mesh and supportive overlays, promising comfort and durability.  Its vibrant color scheme and visible Air Zoom unit cater to active young athletes seeking responsive cushioning for play and everyday wear.  A sleek, modern design ensures style matches performance.",176490,Nike,"2, 3",Kid
6D26F935,AIR ZOOM CROSSOVER BIG KIDS BASKETBALL SHOES,52Ss7C ,"Dominating the court in style, these Nike Air Zoom Crossover basketball shoes boast a vibrant design, breathable mesh upper, and responsive Zoom Air cushioning for superior comfort and performance.  Engineered for young athletes seeking explosive moves and all-day support, these kicks combine dynamic aesthetics with high-performance technology.",190960,Nike,"1,2,3",Kid
2EEA09E2,AIR ZOOM CROSSOVER BIG KIDS BASKETBALL SHOES,dgvWn4 ,"Dominating the court in style, these Nike Air Zoom Crossover basketball shoes boast a dynamic design, blending vibrant color blocks with breathable mesh.  Engineered for young athletes, the Zoom Air cushioning ensures responsive comfort and superior performance during intense gameplay.  A perfect blend of style and functionality.",330080,Nike,"1,2,3",Kid
80B15557,AIR ZOOM FLIGHT  MENS SHOES,zc42bP ,"The Nike Air Zoom Flight 95 Men's Shoe boasts a retro-futuristic design, featuring a sleek, sculpted silhouette with visible Air Zoom cushioning for superior comfort and responsiveness.  Its premium leather and mesh upper ensures breathability and durability, perfect for the discerning basketball enthusiast or sneakerhead seeking iconic style and performance.",404070,Nike,"4, 5, 9, 10, 12",Adult
F1ACDF3F,AIR ZOOM INFINITY TOUR NEXT MENS GOLF SHOES,d64khm ,"Dominate the course in Nike Air Zoom Infinity Tour Next golf shoes.  Their sleek, modern design boasts breathable mesh and responsive Zoom Air cushioning for superior comfort and performance.  Ideal for the serious golfer seeking lightweight support and exceptional stability throughout their swing.",495720,Nike,"4, 7, 8, 9, 10",Adult
408A5D17,AIR ZOOM INFINITY TOUR NEXT NRG GOLF SHOES,Qz3VFg ,"Dominate the course in Nike's Air Zoom Infinity Tour Next NRG golf shoes.  Their vibrant, textured upper boasts exceptional breathability, while responsive Zoom Air cushioning ensures all-day comfort and powerful swings.  Designed for the performance-driven golfer seeking style and superior support.",235490,Nike,5,Adult
E47DC585,AIR ZOOM PEGASUS  PR BIG KIDS ROAD RUNNING SHOES,btV5l8 ,"Nike Air Zoom Pegasus 40 PR kids' running shoes boast a vibrant, dynamic design with responsive Zoom Air cushioning.  Engineered for young runners, the breathable mesh upper and durable outsole ensure comfort and performance during training and races.  Lightweight and stylish, they're perfect for active kids.",220910,Nike,2,Kid
9D29B493,AIR ZOOM RIVAL FLY  MENS ROAD RACING SHOES,DSPGQ6 ,"Dominate the road with the Nike Air Zoom Rival Fly 3.  Its sleek, breathable mesh upper and responsive Zoom Air cushioning deliver exceptional comfort and speed.  Ideal for serious runners, this shoe boasts a supportive fit and durable outsole for lasting performance.  Experience the perfect blend of style and performance.",288560,Nike,"4, 7, 8, 9, 12",Adult
32B15DD1,AIR ZOOM TIGER WOODS  MENS GOLF SHOES,bbK6jF ,"Dominating the course in style, the Nike Air Zoom Tiger Woods 20 golf shoes boast a sleek, modern design with superior comfort.  Premium materials ensure durability and stability, while responsive cushioning provides all-day support.  Ideal for the serious golfer seeking peak performance and iconic style.",200730,Nike,"7, 9, 10",Adult
E946D5DC,AIR ZOOM VICTORY TOUR  MENS GOLF SHOES,7jpWdB ,"Dominate the course in Nike's Air Zoom Victory Tour 3 golf shoes.  Their sleek, low-profile design boasts premium leather and innovative Air Zoom cushioning for superior comfort and stability.  Targeted at serious golfers, these shoes deliver exceptional performance and a refined aesthetic.",52700,Nike,"6, 10, 12",Adult
2BD83107,AIR ZOOM VICTORY TOUR  NRG MENS GOLF SHOES,pgZWf5 ,"Dominate the course in Nike's Air Zoom Victory Tour 3 NRG golf shoes.  Their sleek, modern design, featuring vibrant color accents and breathable mesh, ensures superior comfort and performance.  Integrated Nike Air cushioning provides exceptional responsiveness for all-day play.  Ideal for the serious golfer seeking both style and advanced technology.",44910,Nike,"4, 10, 12",Adult
A7C0C6EE,AJKO  MENS SHOES,GNcCR9 ,"The Ajko-1 men's shoe boasts a sleek, minimalist design with a breathable mesh upper and supportive, low-profile sole.  Its muted color palette and clean lines appeal to the modern, active man seeking both style and comfort for everyday wear or athletic pursuits.  Premium materials ensure durability and a superior fit.",104920,Nike,4,Adult
A86675B2,ALPHA HUARACHE  PRO TURF LACROSSE SHOES,dRQR22 ,"Dominate the turf in the Alpha Huarache 8 Pro Lacrosse shoes.  Their sleek, low-profile design boasts breathable mesh and durable TPU overlays for superior support and agility.  Engineered for explosive speed and unwavering comfort, these are ideal for the competitive lacrosse player seeking performance excellence.",468850,Nike,"7, 10, 12",Adult
B18E7DC0,ALPHA HUARACHE ELITE  TURF WOMENS SOFTBALL SHOES,253w2V ,"Dominate the diamond in the Nike Alpha Huarache Elite 4 Turf women's softball shoe.  Its sleek, low-profile design boasts breathable mesh and supportive TPU overlays, delivering superior comfort and stability for explosive performance.  Targeted for serious softball players, its turf outsole ensures superior grip.",456840,Nike,"4, 5, 9, 10",Adult
98C432DD,ALPHAFLY  WOMENS ROAD RACING SHOES,6grcms ,"Unleash your inner champion with the Nike Alphafly 2 women's road racing shoes.  Their sleek, lightweight design, featuring ZoomX foam and a carbon fiber plate, delivers explosive speed and responsive cushioning.  Ideal for elite runners seeking a competitive edge, these shoes guarantee a superior racing experience.",374830,Nike,"4, 5, 6, 7, 9",Adult
4C4BAB54,BLAZER LOW  PREMIUM MENS SHOES,9GkV70 ,"The Blazer Low '77 Premium men's shoe boasts a sleek, low-profile design with premium leather, showcasing Nike's iconic swoosh.  Its padded collar ensures comfort, while the vulcanized rubber sole offers durable grip.  Perfect for stylish everyday wear or casual outings, these versatile shoes blend classic appeal with modern comfort.",335120,Nike,"7, 9, 12",Adult
